,Unnamed: 0,POSTED_BY,RERA,BHK_NO.,SQUARE_FT,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),transformed_price,PRICE_PER_SQFT,LAT_ROUNDED,LONG_ROUNDED
90,90,Dealer,1,3,2488.0,"Sector-82 Mohali,Mohali",76.73,30.65,140.0,1.0955146099305473,0.05627009646302251,30.65,76.73
91,91,Dealer,0,3,1200.08,"Satgachi,Kolkata",88.4,23.21,58.0,-0.01857738817218459,0.04833011132591161,23.21,88.4
92,92,Dealer,0,2,1584.28,"Tilak Nagar,Kanpur",79.51,26.46,100.0,0.6872577618024545,0.06312015552806322,26.46,79.51
93,93,Owner,0,2,900.0,"Kalol,Gandhinagar",72.52,23.23,18.0,-1.7227579506106048,0.02,23.23,72.52
94,94,Dealer,1,2,1193.44,"Talegaon,Pune",74.65,18.44,60.4,0.035901576827343025,0.050610001340662285,18.44,74.65
95,95,Owner,0,2,1487.36,"Mansarovar Extension,Jaipur",75.76,26.86,30.0,-0.948127343141382,0.020169965576592085,26.86,75.76
96,96,Owner,1,2,989.9,"Sector-143 Noida,Noida",77.43,28.5,50.0,-0.2206750825838836,0.05051015254066067,28.5,77.43
97,97,Dealer,0,2,1155.02,"Bhandup (West),Maharashtra",72.93,19.15,140.0,1.0955146099305473,0.12121002233727554,19.15,72.93
98,98,Owner,0,2,949.89,"Eswaran Koil Street,Pondicherry",79.83,11.93,80.0,0.40490665266517495,0.08422027813746855,11.93,79.83
99,99,Owner,0,2,875.0,"Sector-78 Noida,Noida",77.39,28.56,49.0,-0.24850919463932944,0.056,28.56,77.39
100,100,Dealer,0,2,853.36,"Ananth Nagar,Bangalore",77.6,12.97,24.5,-1.2498577973172698,0.028710040311240272,12.97,77.6
101,101,Owner,0,1,483.09,"Roha,Raigad",73.11,18.45,18.0,-1.7227579506106048,0.03726013786251009,18.45,73.11
102,102,Dealer,0,2,800.0,"Thane West,Maharashtra",72.96,19.18,95.0,0.6231814500765246,0.11875,19.18,72.96
103,103,Owner,0,2,802.04,"Ankur Vihar,Ghaziabad",77.42,28.67,22.0,-1.4131455794204104,0.027430053363922,28.67,77.42
104,104,Dealer,1,2,610.07,"Koyambedu,Chennai",80.2,13.07,48.0,-0.2769974251759186,0.07867949579556444,13.07,80.2
105,105,Owner,0,3,1680.11,"Naveen Nagar,Kanpur",78.76,28.86,75.0,0.3214940875193867,0.044639934290016725,28.86,78.76
106,106,Owner,0,2,1150.14,"Nirman Nagar,Jaipur",79.3,19.98,93.0,0.5964570573705622,0.08085972142521779,19.98,79.3
107,107,Owner,0,3,1550.11,"Sector-75 Noida,Noida",77.38,28.58,88.0,0.5266505807727992,0.05677016469798918,28.58,77.38
108,108,Owner,0,5,1699.83,"Sahibabad,Ghaziabad",77.37,28.67,82.0,0.4366121077808909,0.048240118129460004,28.67,77.37
109,109,Owner,0,3,1600.17,"Tripunithura,Kochi",76.36,9.95,75.0,0.3214940875193867,0.046870020060368583,9.95,76.36
110,110,Owner,0,1,600.06,"Pen,Raigad",73.08,18.75,21.2,-1.4697978498262716,0.035329800353298,18.75,73.08
111,111,Dealer,1,2,1429.2,"Sector-66A Mohali,Mohali",76.75,30.66,64.9,0.13168250829960002,0.045410019591379795,30.66,76.75
112,112,Owner,0,2,1115.14,"Dodda Banaswadi,Bangalore",77.65,13.01,80.0,0.40490665266517495,0.07173987122693114,13.01,77.65
113,113,Owner,0,3,1811.2,"Kanke,Ranchi",85.33,23.36,99.0,0.6747414359616517,0.05465989399293286,23.36,85.33
114,114,Owner,0,2,1045.04,"Narendrapur,Kolkata",88.4,22.44,42.0,-0.4634451859810767,0.040189849192375414,22.44,88.4
115,115,Owner,0,3,1298.22,"Electronics City Phase 1,Bangalore",77.66,12.84,70.0,0.23145098396527375,0.05391998274560552,12.84,77.66
116,116,Owner,1,2,1109.17,"Katapady,Udupi",74.75,13.28,38.0,-0.60540320347418,0.03425985196137652,13.28,74.75
117,117,Dealer,1,4,1304.03,"Kanchpada,Maharashtra",72.82,18.96,470.0,2.400891985302191,0.360421155955001,18.96,72.82
118,118,Dealer,1,2,1041.2,"Sector-70 Noida,Noida",77.38,28.6,46.0,-0.3360549920309494,0.04417979254706108,28.6,77.38
119,119,Dealer,0,3,2135.75,"Sector 82 Faridabad,Faridabad",77.36,28.39,83.7,0.46287196444781614,0.03918998010066722,28.39,77.36
120,120,Owner,1,3,1850.18,"Noida Extension,Noida",77.43,28.58,82.0,0.4366121077808909,0.04432001210693014,28.58,77.43
121,121,Dealer,0,3,1665.08,"Kudasan,Gandhinagar",72.63,23.17,70.0,0.23145098396527375,0.04204002210104019,23.17,72.63
122,122,Owner,1,2,398.26,"Purseni,Lucknow",80.98,26.71,11.0,-2.507716926481247,0.02762014764224376,26.71,80.98
123,123,Owner,0,2,1005.03,"Chandapura,Bangalore",77.71,12.8,48.0,-0.2769974251759186,0.04775976836512343,12.8,77.71
124,124,Dealer,1,2,1294.02,"4 Bunglows,Mumbai",72.83,19.13,330.0,2.045023529886679,0.25501924236101453,19.13,72.83
125,125,Dealer,1,3,1536.81,"Sector-3 Vaishali,Ghaziabad",77.34,28.64,100.0,0.6872577618024545,0.06506985248664442,28.64,77.34
126,126,Owner,0,2,1123.19,"Kaggadasapura,Bangalore",77.67,12.98,62.0,0.07086483393153738,0.055199921651724104,12.98,77.67
127,127,Dealer,0,2,800.19,"Jhotwara,Jaipur",75.73,26.96,16.5,-1.858993844458014,0.02062010272560267,26.96,75.73
128,128,Dealer,0,3,1513.78,"JP Nagar,Bangalore",77.58,12.91,100.0,0.6872577618024545,0.0660597973285418,12.91,77.58
129,129,Owner,0,3,1280.0,"Ponekkara,Kochi",76.27,9.93,48.0,-0.2769974251759186,0.0375,9.93,76.27
130,130,Owner,0,1,410.07,"Sector-18 Vrindavan Colony,Lucknow",77.32,28.57,14.5,-2.063371161809793,0.0353598166166752,28.57,77.32
131,131,Dealer,0,2,890.05,"Sector-25 Khandeshhwar,Mumbai",77.34,28.58,65.0,0.1337239464830372,0.0730296050783664,28.58,77.34
132,132,Owner,0,2,977.71,"Bicholi Mardana,Indore",75.82,22.18,25.0,-1.2194316258726288,0.025569954280921743,22.18,75.82
133,133,Dealer,0,2,1099.86,"Syndicate Bank Colony,Bangalore",77.58,12.98,38.0,-0.60540320347418,0.034549851799319915,12.98,77.58
134,134,Owner,0,2,1050.24,"Paota,Jodhpur",73.04,26.3,37.0,-0.6435474047193929,0.03523004265691652,26.3,73.04
135,135,Dealer,1,3,1400.24,"Raj Nagar Extension,Ghaziabad",75.78,26.9,57.9,-0.020902951742747682,0.04135005427640976,26.9,75.78
136,136,Dealer,0,3,1740.14,"Sector 19 Kharghar,Mumbai",73.08,19.05,180.0,1.3870433020834425,0.10343995310722125,19.05,73.08
137,137,Dealer,1,2,1149.13,"Marol,Lalitpur",78.42,24.69,180.0,1.3870433020834425,0.1566402408778815,24.69,78.42
138,138,Dealer,0,2,650.2,"Vadavalli,Coimbatore",76.9,11.03,20.0,-1.5593791051517685,0.030759766225776683,11.03,76.9
139,139,Owner,0,2,1355.01,"Gopalpura Bypass,Jaipur",75.78,26.88,85.0,0.4825433976734204,0.06273016435303061,26.88,75.78
140,140,Dealer,0,3,1800.07,"Rasanna Colony,Bangalore",77.6,12.97,150.0,1.17667345215056,0.08333009271861651,12.97,77.6
141,141,Dealer,1,2,907.63,"Taloja,Maharashtra",74.21,21.56,33.9,-0.769638636410521,0.03735002148452563,21.56,74.21
142,142,Dealer,0,3,1636.3,"Budigere,Bangalore",77.75,13.14,88.0,0.5266505807727992,0.05377986921713623,13.14,77.75
143,143,Owner,0,2,900.25,"Tarsali,Vadodara",73.22,22.26,25.0,-1.2194316258726288,0.027770063871146902,22.26,73.22
144,144,Owner,0,2,1318.04,"Doddakannelli,Bangalore",77.69,12.91,100.0,0.6872577618024545,0.07587023155594672,12.91,77.69
145,145,Dealer,1,3,1949.59,"Sector-88 Mohali,Mohali",76.69,30.68,99.0,0.6747414359616517,0.05077990757030966,30.68,76.69
146,146,Dealer,0,3,1643.37,"Kakkanad,Kochi",76.27,9.93,67.0,0.17381430932044317,0.04076988140224052,9.93,76.27
147,147,Dealer,0,3,1233.05,"Kanjur Marg (East),Maharashtra",72.82,18.96,210.0,1.5603339235013682,0.17030939540164633,18.96,72.82
148,148,Dealer,0,1,655.08,"Sector 20 Ulwe,Maharashtra",73.02,18.96,49.0,-0.24850919463932944,0.07480002442449776,18.96,73.02
149,149,Owner,0,2,1180.17,"Ferrar Nagar,Bangalore",77.6,12.97,75.0,0.3214940875193867,0.06355016650143623,12.97,77.6
150,150,Owner,0,3,1200.09,"Sahibabad,Ghaziabad",77.37,28.67,55.0,-0.09041199840524089,0.045829896091126504,28.67,77.37
151,151,Owner,0,2,850.1,"Ajmer Road,Jaipur",75.83,26.93,30.0,-0.948127343141382,0.035289965886366306,26.93,75.83
152,152,Owner,0,2,900.02,"Roopena Agrahara,Bangalore",77.59,12.93,55.0,-0.09041199840524089,0.06110975311659741,12.93,77.59
153,153,Dealer,0,4,2472.95,"NIBM,Pune",73.89,18.48,160.0,1.251817807424669,0.06470005459067106,18.48,73.89
154,154,Dealer,0,2,904.07,"Suraksha Nagar,Bangalore",79.11,20.1,50.7,-0.20156565849077018,0.05607972833961972,20.1,79.11
155,155,Dealer,1,3,1570.31,"Tonk Road,Jaipur",75.78,26.17,110.0,0.8050195609951637,0.07004986276595067,26.17,75.78
156,156,Dealer,0,2,955.41,"Hiranandani Estate,Lalitpur",72.98,19.26,150.0,1.17667345215056,0.1570006594027695,19.26,72.98
157,157,Dealer,0,2,1000.0,"Sector-53 Noida,Noida",77.36,28.59,60.0,0.026995258392604044,0.06,28.59,77.36
158,158,Dealer,0,4,2494.75,"Kadugodi,Bangalore",77.77,13.0,95.0,0.6231814500765246,0.03807996793265858,13.0,77.77
159,159,Owner,0,2,1150.13,"Villivakkam Near ICF Bus Stand,Chennai",80.21,13.11,75.0,0.3214940875193867,0.0652100197368993,13.11,80.21
160,160,Dealer,0,2,1210.14,"Kamothe,Mumbai",73.1,19.02,85.0,0.4825433976734204,0.07023980696448344,19.02,73.1
161,161,Dealer,0,2,1365.0,"Sector-11 Ghansoli,Mumbai",73.0,19.13,200.0,1.5059342031641854,0.14652014652014653,19.13,73.0
162,162,Dealer,1,2,499.64,"Hiranandani Estate,Maharashtra",72.98,19.26,110.0,0.8050195609951637,0.22015851413017373,19.26,72.98
163,163,Dealer,0,2,1050.14,"Manjalpur,Vadodara",73.19,22.27,40.0,-0.5324130108265358,0.038090159407317116,22.27,73.19
164,164,Owner,0,1,476.02,"Madanandapuram,Chennai",80.15,13.02,40.0,-0.5324130108265358,0.08403008276963153,13.02,80.15
165,165,Dealer,0,2,985.45,"Hajipur,Noida",77.37,28.54,21.0,-1.4843319330205396,0.021310061393272108,28.54,77.37
166,166,Dealer,0,2,1045.3,"Sector 77 Faridabad,Faridabad",77.37,28.37,24.0,-1.2809848188052977,0.02295991581364202,28.37,77.37
167,167,Dealer,1,2,1301.89,"Sarjapur Road,Bangalore",77.79,12.86,90.0,0.555106921807503,0.06913026446166726,12.86,77.79
168,168,Owner,0,2,2000.0,"Alwar Bypass Road,Bhiwadi",76.86,28.21,38.0,-0.60540320347418,0.019,28.21,76.86
169,169,Dealer,0,2,1192.0,"Nayapalli,Bhubaneswar",85.81,20.29,59.6,0.01802085715278846,0.05,20.29,85.81
170,170,Dealer,0,3,1846.15,"New Town,Kolkata",88.48,22.59,120.0,0.9110595636909599,0.06500013541694878,22.59,88.48
171,171,Dealer,0,1,448.53,"Kanjur Marg (East),Mumbai",73.04,19.22,120.0,0.9110595636909599,0.2675406327335964,19.22,73.04
172,172,Owner,0,2,750.06,"Gyan Khand 2,Ghaziabad",77.42,28.67,31.0,-0.8999711294376256,0.04133002693117884,28.67,77.42
173,173,Dealer,0,2,1060.07,"Roadpali,Maharashtra",73.12,19.04,72.0,0.2683262004883885,0.06792004301602725,19.04,73.12
174,174,Dealer,1,3,1415.09,"Electronic City Phase II,Bangalore",77.67,12.85,79.5,0.39683808926111086,0.05618017228586168,12.85,77.67
175,175,Dealer,0,2,1160.06,"Sector-35G Kharghar,Maharashtra",72.82,18.96,89.0,0.5409705494806033,0.0767201696463976,18.96,72.82
176,176,Dealer,0,3,1690.02,"Goregaon (East),Lalitpur",72.87,19.16,410.0,2.2658134408488877,0.242600679281902,19.16,72.87
177,177,Owner,0,3,1672.76,"Sector-143B Noida,Noida",77.43,28.5,68.6,0.20491307297695965,0.0410100671943375,28.5,77.43
178,178,Owner,0,2,1315.27,"RM Park,Valsad",72.91,20.61,33.0,-0.8086984115195663,0.025089905494689303,20.61,72.91
179,179,Dealer,0,1,650.03,"Kalyan (West),Mumbai",73.12,19.25,50.0,-0.2206750825838836,0.07691952679107118,19.25,73.12
180,180,Owner,0,1,540.18,"Saphale,Palghar",72.84,19.59,16.0,-1.907447116451361,0.029619756377503796,19.59,72.84
181,181,Dealer,0,3,1830.07,"Suraksha Nagar,Bangalore",79.11,20.1,98.0,0.6620789051851106,0.05354986421284432,20.1,79.11
182,182,Dealer,0,3,1575.16,"Judges Enclave,Ghaziabad",77.42,28.67,70.0,0.23145098396527375,0.04443992991188196,28.67,77.42
183,183,Dealer,0,3,1530.0,"Harlur Road,Bangalore",77.67,12.9,76.5,0.34717180817153714,0.05,12.9,77.67
184,184,Owner,0,2,619.64,"Byagadadhenahalli,Bangalore",77.7,12.76,26.0,-1.1605682907452792,0.04195984765347621,12.76,77.7
185,185,Owner,0,4,2200.0,"Citylight Area,Surat",72.83,21.17,110.0,0.8050195609951637,0.05,21.17,72.83
186,186,Dealer,1,2,1087.89,"Manpada,Mumbai",72.96,19.24,140.0,1.0955146099305473,0.12868948147331072,19.24,72.96
187,187,Owner,0,2,1199.86,"Doddakallasandra,Bangalore",77.56,12.88,70.0,0.23145098396527375,0.05834013968296302,12.88,77.56
188,188,Owner,0,2,1265.04,"Bhuvaneshwari Nagar,Bangalore",77.6,13.03,61.0,0.049135482982192676,0.0482198191361538,13.03,77.6
189,189,Dealer,0,2,676.05,"Ganganagar,Kolkata",88.24,22.3,17.3,-1.7847192290212837,0.02558982323792619,22.3,88.24
190,190,Owner,0,2,800.0,"Mohan Nagar,Ghaziabad",77.38,28.68,42.0,-0.4634451859810767,0.0525,28.68,77.38
191,191,Owner,0,2,750.08,"Maheshtala,Kolkata",88.23,22.49,25.0,-1.2194316258726288,0.03332977815699659,22.49,88.23
192,192,Dealer,1,2,1500.0,"Anna Nagar West,Chennai",80.19,13.09,150.0,1.17667345215056,0.1,13.09,80.19
193,193,Dealer,0,3,1814.29,"Khandagiri,Bhubaneswar",85.78,20.26,88.9,0.5395468872600789,0.04899988425224193,20.26,85.78
194,194,Dealer,1,3,1195.65,"Ghodbunder Road,Lalitpur",78.42,24.69,110.0,0.8050195609951637,0.0920001672730314,24.69,78.42
195,195,Dealer,0,3,1395.03,"Raj Nagar Extension,Ghaziabad",75.78,26.9,41.0,-0.4974523119479986,0.029390048959520583,26.9,75.78
